Order Date,Region,Category,Sales,Profit
12-03-2016,East,Office Supplies,394.816,93.7688
12-03-2016,East,Office Supplies,18.192,-14.5536
12-10-2015,East,Office Supplies,7.31,3.4357
12-10-2015,East,Technology,799.984,249.995
12-10-2015,East,Office Supplies,41.28,18.9888
12-10-2015,East,Office Supplies,184.66,84.9436
10/31/2014,East,Office Supplies,49.25,18.715
10/31/2014,East,Office Supplies,10.16,4.7752
10/31/2014,East,Furniture,14.76,4.2804
10/31/2014,East,Office Supplies,34.08,15.6768
10/31/2014,East,Furniture,17.67,7.7748
10/31/2014,East,Furniture,1604.9,481.47
10/31/2014,East,Furniture,385.686,-60.6078
12-09-2017,Central,Office Supplies,15.984,4.995
05-05-2014,South,Office Supplies,9.42,4.239
05-05-2014,South,Office Supplies,6.56,1.9024
05-05-2014,South,Office Supplies,24.56,11.5432
03-04-2016,Central,Office Supplies,128.4,64.2
11/30/2014,East,Office Supplies,62.28,29.2716
2/18/2015,West,Office Supplies,9.24,4.4352
04-01-2017,West,Furniture,482.664,85.176
04-01-2017,West,Technology,4799.984,359.9988
06-11-2017,West,Office Supplies,37.94,18.2112
06-11-2017,West,Office Supplies,18.288,6.6294
06-11-2017,West,Technology,385.8,130.2075
06-11-2017,West,Office Supplies,102.96,1.0296
06-11-2017,West,Furniture,174.42,41.8608
9/30/2016,Central,Office Supplies,1.964,-3.2406
12/13/2014,Central,Furniture,94.428,-42.4926
11-11-2017,Central,Office Supplies,45.92,21.5824
01-05-2015,West,Furniture,61.584,-6.9282
3/24/2016,Central,Office Supplies,22.48,10.3408
07-05-2017,Central,Furniture,332.028,-348.6294
07-05-2017,Central,Office Supplies,11.394,-17.6607
07-05-2017,Central,Office Supplies,15.552,5.6376
07-05-2017,Central,Office Supplies,31.104,11.2752
07-05-2017,Central,Office Supplies,6.316,-10.4214
9/21/2014,East,Office Supplies,11.352,4.1151
9/21/2014,East,Office Supplies,20.808,7.0227
7/23/2016,Central,Office Supplies,11.416,-18.8364
8/29/2017,East,Office Supplies,9.408,0.7056
3/26/2017,West,Office Supplies,19.83,5.949
12/29/2017,Central,Office Supplies,209.7,100.656
9/20/2014,West,Office Supplies,43.92,11.8584
9/20/2014,West,Office Supplies,20.232,6.5754
04-04-2016,South,Technology,149.97,5.9988
04-04-2016,South,Office Supplies,27.81,13.0707
3/26/2014,West,Technology,66.3,8.619
11/28/2017,East,Office Supplies,1.64,0.738
11/28/2017,East,Furniture,1049.2,272.792
11/28/2017,East,Furniture,20.9,7.524
12-01-2016,East,Office Supplies,88.08,40.5168
12-01-2016,East,Furniture,751.92,150.384
9/19/2014,East,Furniture,887.103,177.4206
10/23/2015,South,Technology,55.944,-13.2867
10/23/2015,South,Office Supplies,10.688,2.2712
10/23/2015,South,Technology,11.824,1.0346
10/13/2017,Central,Office Supplies,63.312,20.5764
10/13/2017,Central,Office Supplies,96.784,-145.176
10/13/2017,Central,Furniture,10.476,-6.8094
09-04-2015,West,Office Supplies,9.762,-6.8334
3/14/2016,West,Furniture,196.784,-22.1382
10/28/2017,East,Office Supplies,47.98,23.99
10/15/2017,East,Office Supplies,13.05,6.003
08-07-2017,Central,Technology,63.96,19.8276
9/21/2017,South,Office Supplies,80.48,24.144
11-03-2017,East,Office Supplies,11.673,-7.782
11-05-2016,Central,Furniture,863.128,-160.2952
11-05-2016,Central,Office Supplies,3.564,-6.237
11-05-2016,Central,Furniture,956.6648,-225.0976
11-05-2016,Central,Office Supplies,12.588,-20.1408
11-05-2016,Central,Technology,171.96,45.1395
6/25/2017,West,Furniture,871.4,148.138
11/26/2015,South,Furniture,692.472,190.4298
11/24/2016,East,Furniture,207.76,85.1816
7/21/2017,West,Technology,71.928,6.2937
7/21/2017,West,Office Supplies,25.99,7.5371
10/23/2015,West,Office Supplies,3.592,1.1225
07-09-2015,Central,Office Supplies,48.632,-121.58
8/18/2017,West,Office Supplies,323.1,61.389
4/16/2016,East,Technology,9099.93,2365.9818
4/16/2016,East,Furniture,9.96,3.2868
4/16/2016,East,Office Supplies,25.3,11.891
11/14/2014,East,Office Supplies,11.36,5.2256
11/14/2014,East,Furniture,69.264,14.6224
12/20/2014,Central,Office Supplies,3.69,1.7343
12/20/2014,Central,Office Supplies,1103.97,496.7865
11/21/2015,Central,Furniture,246.1328,-76.0116
11/21/2015,Central,Office Supplies,11.696,3.9474
11/21/2015,Central,Technology,439.992,164.997
12/28/2017,South,Office Supplies,64.784,-12.9568
5/17/2015,Central,Office Supplies,33.28,-49.92
5/17/2015,Central,Office Supplies,14.088,4.9308
12-09-2017,West,Office Supplies,11.16,2.79
12-09-2017,West,Furniture,896.328,22.4082
12-09-2017,West,Office Supplies,189,68.04
03-10-2017,East,Technology,53.982,-10.7964
10/22/2017,West,Furniture,177.225,-120.513
07-03-2017,West,Furniture,129.39,54.3438
09-04-2017,West,Office Supplies,54.32,0.5432
8/23/2017,South,Technology,4367.896,327.5922
8/23/2017,South,Office Supplies,49.568,15.49
8/23/2017,South,Office Supplies,161.376,12.1032
8/23/2017,South,Furniture,2.784,0.4176
8/23/2017,South,Office Supplies,8.72,2.943
8/22/2014,East,Office Supplies,3.912,1.0269
10-04-2016,Central,Office Supplies,59.752,19.4194
10/26/2014,West,Furniture,63.92,3.196
10/26/2014,West,Technology,383.96,38.396
6/28/2016,West,Office Supplies,7.752,2.8101
6/28/2016,West,Office Supplies,33.568,11.7488
11-04-2014,West,Technology,666.344,66.6344
11-04-2014,West,Furniture,573.728,-64.5444
11-04-2014,West,Office Supplies,21.936,8.226
11-04-2014,West,Office Supplies,19.44,9.3312
11-04-2014,West,Technology,447.968,139.99
09-08-2014,East,Office Supplies,16.78,4.195
6/25/2015,West,Office Supplies,20.96,5.24
6/25/2015,West,Office Supplies,88.752,27.735
6/25/2015,West,Office Supplies,304.23,9.1269
7/26/2015,West,Office Supplies,167.86,78.8942
12-07-2017,South,Furniture,82.38,25.5378
12/29/2014,West,Technology,23.976,-5.6943
12/29/2014,West,Office Supplies,33.29,7.9896
2/14/2015,East,Office Supplies,14.952,-11.9616
2/14/2015,East,Technology,323.982,-80.9955
2/14/2015,East,Office Supplies,2.286,-1.6764
2/14/2015,East,Office Supplies,14.352,0.897
2/14/2015,East,Technology,71.976,0.8997
1/25/2016,East,Office Supplies,9.21,2.3025
1/25/2016,East,Office Supplies,18,8.28
04-01-2017,East,Office Supplies,42.93,19.3185
10-03-2017,South,Office Supplies,15.552,5.4432
10-03-2017,South,Office Supplies,17.92,1.12
09-01-2017,West,Technology,19.99,6.7966
09-01-2017,West,Office Supplies,22.92,8.022
12/21/2015,South,Technology,50.88,14.628
12/21/2015,South,Office Supplies,27.312,9.2178
12/20/2015,West,Office Supplies,7.92,2.772
12/20/2015,West,Furniture,14.368,3.9512
11/27/2015,West,Technology,107.97,22.6737
11/27/2015,West,Office Supplies,113.82,53.4954
8/27/2017,South,Office Supplies,5.184,1.8144
3/22/2014,Central,Office Supplies,16.28,6.512
12/17/2017,South,Office Supplies,544.38,157.8702
3/19/2017,West,Office Supplies,19.824,6.6906
3/19/2017,West,Technology,657.504,-131.5008
3/19/2017,West,Technology,99.54,10.9494
3/19/2017,West,Technology,199.96,85.9828
9/18/2016,East,Furniture,631.782,140.396
9/18/2016,East,Furniture,60.72,26.1096
11/24/2017,West,Office Supplies,20.724,-15.1976
11/24/2017,West,Office Supplies,415.872,-41.5872
04-11-2017,East,Office Supplies,16.768,1.4672
04-11-2017,East,Technology,27.12,-4.746
12-10-2017,West,Technology,95.84,34.742
12-10-2017,West,Office Supplies,12.96,6.2208
11/24/2017,South,Office Supplies,19.008,-12.672
12-04-2015,South,Office Supplies,1598.058,-1065.372
12-04-2015,South,Office Supplies,36.96,12.012
12-11-2017,Central,Office Supplies,10.368,3.6288
12-11-2017,Central,Furniture,77.72,-66.062
12-11-2017,Central,Furniture,520.464,-14.8704
5/21/2016,East,Office Supplies,111.96,54.8604
2/17/2017,South,Technology,29.16,8.4564
5/20/2017,Central,Office Supplies,131.94,35.6238
5/20/2017,Central,Office Supplies,25.92,8.2944
5/20/2017,Central,Office Supplies,704.76,162.0948
5/20/2017,Central,Office Supplies,7.41,3.4827
5/20/2017,Central,Office Supplies,21.5,7.095
09-11-2017,Central,Office Supplies,10.528,3.29
09-11-2017,Central,Office Supplies,20.544,6.42
11-05-2016,Central,Office Supplies,104.9,50.352
11-05-2016,Central,Office Supplies,39.68,16.2688
11-05-2016,Central,Office Supplies,51.75,24.84
7/23/2017,Central,Office Supplies,11.68,5.4896
7/23/2017,Central,Technology,159.75,11.1825
11/18/2016,East,Office Supplies,103.968,16.8948
4/25/2014,West,Furniture,303.25,63.6825
4/25/2014,West,Office Supplies,270.72,78.5088
4/25/2014,West,Furniture,1487.04,148.704
11/30/2015,South,Office Supplies,17.48,8.2156
11/30/2015,South,Office Supplies,71.88,32.346
10/25/2015,West,Office Supplies,60.45,16.3215
10/25/2015,West,Furniture,253.176,-31.647
7/20/2015,Central,Office Supplies,2.88,-4.464
7/20/2015,Central,Furniture,384.944,-126.4816
7/20/2015,Central,Technology,153.584,13.4386
7/20/2015,Central,Furniture,913.43,-52.196
10/27/2016,West,Office Supplies,43.92,11.8584
10/27/2016,West,Office Supplies,25.032,7.8225
11/20/2017,East,Office Supplies,46.76,22.4448
11/20/2017,East,Furniture,183.968,-25.2956
11/20/2017,East,Technology,1259.97,327.5922
11/20/2017,East,Office Supplies,68.97,19.3116
09-08-2016,Central,Office Supplies,70.368,6.1572
09-08-2016,Central,Technology,59.96,21.7355
7/20/2014,East,Office Supplies,25.984,-5.1968
7/20/2014,East,Office Supplies,27.36,-21.888
11/15/2016,West,Technology,361.376,27.1032
07-07-2014,East,Furniture,172.186,-46.7362
07-07-2014,East,Furniture,69.008,12.0764
3/17/2016,East,Office Supplies,199.9,89.955
3/17/2016,East,Office Supplies,901.95,297.6435
3/17/2016,East,Furniture,971.5,252.59
12/26/2016,West,Office Supplies,11.328,2.5488
09-02-2014,East,Office Supplies,21.24,8.0712
07-05-2015,East,Technology,34.8,2.175
07-05-2015,East,Office Supplies,38.976,-2.436
11/20/2016,Central,Office Supplies,9.08,4.086
11/20/2016,Central,Office Supplies,314.55,150.984
11/20/2016,Central,Office Supplies,4.91,2.3077
05-06-2014,West,Office Supplies,5.78,2.7166
05-06-2014,West,Office Supplies,107.94,30.2232
6/21/2014,East,Office Supplies,19.65,9.039
6/21/2014,East,Technology,617.97,160.6722
6/21/2014,East,Office Supplies,59.7,26.865
8/19/2017,East,Office Supplies,387.99,182.3553
11/29/2014,West,Technology,575.92,71.99
11/29/2014,West,Office Supplies,30.4,15.2
04-09-2017,Central,Office Supplies,478.24,219.9904
12/20/2014,East,Furniture,190.848,-21.4704
12/17/2014,East,Office Supplies,5.484,-4.0216
11/17/2015,Central,Office Supplies,40.92,3.069
03-04-2014,South,Office Supplies,15.552,2.3328
5/18/2017,South,Office Supplies,17.24,4.4824
5/18/2017,South,Furniture,302.94,75.735
5/18/2017,South,Technology,34.75,15.6375
5/18/2017,South,Office Supplies,113.94,54.6912
5/18/2017,South,Technology,55.98,15.6744
9/22/2017,West,Office Supplies,27.18,12.231
3/21/2017,Central,Furniture,1805.88,523.7052
9/14/2017,East,Office Supplies,70.95,18.447
11-03-2016,South,Office Supplies,20,9.6
11-03-2016,South,Office Supplies,7.98,2.0748
11-03-2016,South,Furniture,24.1,9.158
11-03-2016,South,Office Supplies,8.75,2.625
11-03-2016,South,Furniture,842.94,160.1586
05-03-2016,Central,Office Supplies,2.182,-3.6003
05-03-2016,Central,Office Supplies,27.384,2.7384
05-03-2016,Central,Office Supplies,26.406,-71.2962
12/27/2016,Central,Office Supplies,10.368,3.6288
12/27/2016,Central,Office Supplies,23.68,7.4
7/22/2016,Central,Technology,109.95,36.2835
7/22/2016,Central,Office Supplies,965.85,135.219
7/22/2016,Central,Office Supplies,29.2,10.512
7/22/2016,Central,Office Supplies,32.4,15.552
11/16/2014,Central,Office Supplies,78.35,36.8245
11/16/2014,Central,Office Supplies,31.68,14.256
11/16/2014,Central,Office Supplies,29.12,14.2688
11/16/2014,Central,Office Supplies,169.45,42.3625
6/19/2015,West,Furniture,12.56,4.0192
6/19/2015,West,Office Supplies,6.48,3.1104
6/19/2015,West,Office Supplies,186.69,87.7443
07-04-2016,West,Furniture,25.4,8.636
07-04-2016,West,Office Supplies,43.96,20.6612
07-04-2016,West,Furniture,1279.165,225.735
07-04-2016,West,Office Supplies,27.92,0.5584
09-03-2015,West,Furniture,129.568,-12.9568
09-03-2015,West,Office Supplies,6.368,2.1492
08-07-2017,West,Office Supplies,244.55,114.9385
3/13/2017,West,Office Supplies,1332.496,-299.8116
9/28/2017,West,Furniture,32.776,3.2776
9/28/2017,West,Office Supplies,147.184,-29.4368
9/28/2017,West,Technology,54.384,1.3596
9/28/2017,West,Office Supplies,76.776,-58.8616
9/28/2017,West,Office Supplies,14.352,5.2026
9/28/2017,West,Office Supplies,209.792,26.224
08-07-2015,West,Office Supplies,3.304,1.1151
11/24/2017,East,Office Supplies,16.38,7.371
11/24/2017,East,Office Supplies,167.96,78.9412
11/24/2017,East,Furniture,321.568,-16.0784
11/24/2017,East,Office Supplies,12.96,6.2208
05-08-2017,East,Furniture,128.058,-23.7822
9/29/2017,East,Furniture,63.686,-15.4666
9/29/2017,East,Technology,239.976,65.9934
9/29/2017,East,Furniture,344.22,-189.321
9/29/2017,East,Office Supplies,15.552,5.4432
9/29/2017,East,Furniture,21.248,7.4368
9/29/2017,East,Office Supplies,8.448,2.64
10/22/2017,Central,Office Supplies,333.09,23.3163
10/22/2017,Central,Furniture,248.98,54.7756
3/24/2014,East,Office Supplies,24.9,11.703
11-03-2016,West,Office Supplies,15.26,5.0358
11-03-2016,West,Office Supplies,43.32,14.2956
11-03-2016,West,Office Supplies,43.584,15.7992
11-03-2016,West,Office Supplies,116.28,56.9772
11-03-2016,West,Office Supplies,9.296,3.0212
11-03-2016,West,Office Supplies,19.44,9.3312
11-03-2016,West,Office Supplies,314.55,150.984
09-05-2015,Central,Office Supplies,16.27,-25.2185
09-05-2015,Central,Office Supplies,69.12,-14.688
09-05-2015,Central,Office Supplies,4.47,-7.8225
8/14/2017,West,Furniture,418.296,5.2287
12-01-2014,East,Technology,659.988,109.998
12-01-2014,East,Furniture,8.128,1.4224
12-01-2014,East,Office Supplies,36.288,12.7008
12-01-2014,East,Furniture,909.72,-51.984
6/18/2017,West,Furniture,917.9235,75.5937
6/18/2017,West,Office Supplies,38.88,19.0512
12-02-2017,East,Office Supplies,631.176,-462.8624
11/21/2014,West,Office Supplies,12.96,6.2208
04-10-2016,West,Office Supplies,12.96,6.2208
04-10-2016,West,Office Supplies,23.2,8.12
6/30/2014,Central,Office Supplies,25.92,9.072
6/30/2014,Central,Office Supplies,21.312,7.1928
12/24/2014,West,Technology,173.656,17.3656
12/24/2014,West,Office Supplies,361.96,101.3488
12/24/2014,West,Technology,62.85,13.1985
12/24/2014,West,Technology,818.376,51.1485
12/24/2014,West,Office Supplies,20.34,0.2034
12/24/2014,West,Furniture,23.99,5.5177
5/23/2017,West,Furniture,171.288,-6.4233
11-10-2016,Central,Furniture,37.3,17.158
11-10-2016,Central,Office Supplies,81.96,39.3408
10-02-2016,West,Office Supplies,54.792,-40.1808
09-06-2016,Central,Office Supplies,10.784,0.8088
10/27/2016,South,Furniture,290.98,75.6548
10/22/2017,Central,Office Supplies,36.44,12.0252
9/15/2016,West,Office Supplies,21.4,10.058
9/15/2016,West,Office Supplies,48.664,15.8158
9/25/2016,West,Office Supplies,16.56,6.9552
06-10-2017,South,Office Supplies,1347.52,84.22
2/20/2014,Central,Technology,62.31,22.4316
2/20/2014,Central,Furniture,20.32,6.9088
2/20/2017,West,Office Supplies,9.432,3.0654
11-02-2014,East,Office Supplies,34.86,16.0356
11-02-2014,East,Furniture,89.34,24.1218
7/17/2017,East,Technology,269.98,67.495
7/17/2017,East,Office Supplies,99.9,47.952
7/17/2017,East,Furniture,39.08,14.4596
09-08-2017,East,Technology,116.832,33.5892
11/14/2016,Central,Office Supplies,2.296,-3.9032
11/14/2016,East,Furniture,408.006,72.5344
11/14/2016,East,Office Supplies,40.44,10.5144
10-10-2014,West,Furniture,122.352,13.7646
10-10-2014,West,Office Supplies,15.28,7.4872
3/19/2015,West,Office Supplies,11.96,5.8604
07-08-2017,West,Furniture,15.84,4.9104
07-08-2017,West,Office Supplies,86.376,30.2316
07-08-2017,West,Office Supplies,18.24,6.2016
07-08-2017,West,Office Supplies,13.12,4.3296
2/27/2015,East,Technology,105.98,1.0598
2/27/2015,East,Furniture,493.92,-28.224
6/16/2017,Central,Office Supplies,5.936,-8.904
3/30/2017,Central,Office Supplies,325.86,149.8956
07-12-2015,Central,Furniture,383.607,-5.4801
07-12-2015,Central,Technology,148.48,16.704
07-12-2015,Central,Technology,537.544,53.7544
07-12-2015,Central,Office Supplies,1.928,-2.9884
07-12-2015,Central,Office Supplies,6.912,0.6912
07-12-2015,Central,Furniture,7.76,-2.134
07-12-2015,Central,Technology,659.168,49.4376
4/30/2017,East,Office Supplies,5.76,2.8224
7/13/2014,West,Furniture,351.216,4.3902
12/27/2014,West,Furniture,230.28,23.028
12/27/2014,West,Office Supplies,12.84,5.778
2/27/2016,Central,Office Supplies,56.82,28.41
3/23/2015,South,Office Supplies,31.56,14.202
3/23/2015,South,Office Supplies,27.92,0.5584
10/21/2017,West,Office Supplies,8.559,-6.5619
12/31/2014,Central,Office Supplies,49.568,17.9684
05-05-2014,Central,Furniture,127.869,-9.1335
12-04-2015,West,Office Supplies,271.44,122.148
12-04-2015,West,Technology,110.352,8.2764
12-04-2015,West,Furniture,36.4,13.832
9/26/2017,South,Furniture,419.136,-57.6312
12-09-2014,West,Office Supplies,100.704,-1.2588
12-03-2017,South,Office Supplies,45.216,4.5216
12-03-2017,South,Office Supplies,28.782,-21.1068
12-03-2017,South,Office Supplies,24.448,8.8624
11-08-2015,Central,Office Supplies,10.476,-17.2854
4/19/2014,West,Furniture,76.14,26.649
5/25/2015,Central,Office Supplies,21.24,8.0712
5/25/2015,Central,Office Supplies,127.96,60.1412
7/17/2017,West,Technology,479.984,89.997
12-12-2016,Central,Technology,657.93,184.2204
12-12-2016,Central,Furniture,33.48,8.7048
12-12-2016,Central,Office Supplies,13.9,3.614
12-12-2016,Central,Office Supplies,26.86,6.715
04-11-2014,West,Office Supplies,9.584,3.3544
06-09-2015,South,Office Supplies,113.1,56.55
7/27/2014,East,Office Supplies,65.78,32.2322
7/31/2015,South,Technology,239.7,105.468
9/19/2016,East,Furniture,25.632,3.8448
06-10-2016,East,Office Supplies,23.616,7.9704
8/26/2016,West,Office Supplies,8.26,3.7996
11-02-2017,West,Office Supplies,76.58,38.29
11-02-2017,West,Office Supplies,8.8,4.224
11-02-2017,West,Office Supplies,590.352,206.6232
11-02-2017,West,Office Supplies,5.58,0.1674
11-02-2017,West,Furniture,25.02,10.5084
11-02-2017,West,Office Supplies,452.55,22.6275
12/26/2016,West,Office Supplies,17.76,4.9728
12/26/2016,West,Technology,302.384,30.2384
12/26/2016,West,Furniture,146.352,-5.4882
12/26/2016,West,Office Supplies,7.9,2.054
12/26/2016,West,Furniture,902.712,33.8517
12/26/2016,West,Office Supplies,53.97,15.1116
12-05-2016,East,Office Supplies,33.92,13.2288
8/28/2017,Central,Office Supplies,21.81,5.8887
8/28/2017,Central,Office Supplies,91.6,26.564
7/16/2015,East,Furniture,150.98,43.7842
7/16/2015,East,Office Supplies,137.25,63.135
7/16/2015,East,Office Supplies,11.52,5.4144
5/26/2015,South,Office Supplies,18.272,5.9384
5/26/2015,South,Office Supplies,153.728,53.8048
5/26/2015,South,Office Supplies,12.224,4.4312
5/26/2015,South,Technology,167.944,50.3832
5/28/2015,East,Technology,45.99,13.3371
5/28/2015,East,Office Supplies,535.41,160.623
5/28/2015,East,Office Supplies,6.096,2.0574
5/28/2015,East,Office Supplies,45.36,21.7728
11-09-2017,West,Furniture,47.12,20.7328
1/24/2016,South,Office Supplies,31.36,15.68
12/31/2016,South,Office Supplies,47.616,3.5712
12/31/2016,South,Office Supplies,23.48,8.218
09-05-2016,Central,Office Supplies,62.79,-166.3935
09-05-2016,Central,Office Supplies,28.44,4.266
09-04-2015,Central,Technology,134.376,6.7188
9/21/2015,East,Technology,589.9,147.475
9/21/2015,East,Furniture,542.94,141.1644
12/24/2017,West,Technology,2879.952,1007.9832
12/24/2017,West,Office Supplies,90.48,33.93
10-05-2015,East,Office Supplies,77.55,21.714
09-09-2017,South,Office Supplies,8.832,-1.9872
09-09-2017,South,Office Supplies,177.536,62.1376
09-09-2017,South,Office Supplies,258.48,-3.231
09-09-2017,South,Furniture,14.136,4.2408
11/13/2016,East,Office Supplies,77.55,20.163
11/13/2016,East,Office Supplies,24.88,6.9664
11/13/2016,East,Office Supplies,140.75,39.41
11/13/2016,East,Office Supplies,36.63,9.8901
10/15/2015,Central,Furniture,17.14,6.1704
08-03-2017,West,Office Supplies,51.75,24.84
08-03-2017,West,Furniture,123.96,11.1564
8/21/2015,West,Furniture,586.398,34.494
8/21/2015,West,Office Supplies,80.98,3.2392
03-12-2017,West,Office Supplies,242.94,9.7176
4/27/2017,West,Office Supplies,123.92,33.4584
4/27/2017,West,Office Supplies,12.39,5.6994
4/27/2017,West,Office Supplies,47.3,12.298
09-11-2016,South,Technology,1599.92,751.9624
09-11-2016,South,Office Supplies,11.09,5.4341
10/22/2017,West,Office Supplies,3.168,-2.5344
10/22/2017,West,Furniture,579.136,-28.9568
08-02-2015,West,Office Supplies,6.368,2.1492
08-02-2015,West,Technology,558.4,41.88
08-12-2016,East,Furniture,145.764,-8.098
5/30/2014,South,Office Supplies,13.62,6.129
4/26/2016,East,Furniture,434.646,62.7822
5/14/2017,West,Office Supplies,440.19,206.8893
5/14/2017,West,Office Supplies,64.4,1.932
04-08-2017,West,Office Supplies,244.55,114.9385
04-08-2017,West,Office Supplies,195.76,97.88
2/17/2017,East,Office Supplies,11.76,5.7624
2/17/2017,East,Office Supplies,166.45,39.948
6/24/2017,West,Office Supplies,2.88,1.3536
05-05-2014,Central,Office Supplies,45.248,3.9592
05-03-2015,East,Office Supplies,59.904,14.2272
05-03-2015,East,Office Supplies,23.696,6.5164
05-03-2015,East,Office Supplies,7.968,2.8884
05-03-2015,East,Office Supplies,18.2,2.0475
05-03-2015,East,Technology,27.552,-0.3444
05-03-2015,East,Furniture,844.116,-36.1764
05-03-2015,East,Office Supplies,76.752,-9.594
9/18/2016,South,Office Supplies,3,1.05
9/22/2016,South,Office Supplies,7.506,-6.0048
9/22/2016,South,Office Supplies,16.56,5.796
01-10-2016,West,Furniture,79.92,34.3656
01-10-2016,West,Technology,69.98,13.2962
05-06-2017,Central,Office Supplies,11.06,-18.802
05-06-2017,Central,Furniture,623.4648,-119.1918
05-06-2017,Central,Office Supplies,772.68,-57.951
7/31/2016,Central,Office Supplies,283.14,72.358
7/31/2016,Central,Technology,635.96,165.3496
7/31/2016,Central,Technology,118.99,33.3172
7/31/2016,Central,Furniture,272.94,30.0234
3/27/2017,East,Furniture,15.008,1.5008
3/14/2014,West,Office Supplies,33.088,11.1672
3/14/2014,West,Office Supplies,80.98,3.2392
3/14/2014,West,Technology,82.8,6.624
3/14/2014,West,Office Supplies,21.36,5.7672
3/14/2014,West,Office Supplies,62.048,20.1656
7/14/2016,East,Office Supplies,29.61,13.3245
12-01-2016,South,Technology,863.928,86.3928
8/29/2016,East,Furniture,241.92,-56.448
8/29/2016,East,Furniture,163.88,-81.94
8/29/2016,East,Office Supplies,3.486,-2.7888
8/29/2016,East,Office Supplies,10.584,-2.3814
6/24/2016,Central,Technology,440.91,123.4548
3/30/2017,East,Office Supplies,5.715,-4.7625
12/20/2014,West,Furniture,51.968,10.3936
12/20/2014,West,Technology,71.976,21.5928
12/20/2014,West,Furniture,242.352,-42.4116
12/20/2014,West,Office Supplies,221.92,77.672
12/20/2014,West,Office Supplies,8.448,2.64
12/17/2015,Central,Office Supplies,29.52,14.4648
12/17/2015,Central,Furniture,302.94,48.4704
12/17/2015,Central,Furniture,142.36,38.4372
12/17/2015,Central,Furniture,546.66,136.665
12/17/2015,Central,Furniture,212.13,14.8491
05-11-2017,Central,Office Supplies,5.248,0.5904
05-11-2017,Central,Office Supplies,74.416,-14.8832
05-11-2017,Central,Office Supplies,6.848,2.14
05-11-2017,Central,Furniture,7.996,-6.9965
6/24/2016,Central,Office Supplies,8.712,-19.602
5/17/2016,East,Office Supplies,65.17,18.8993
5/17/2016,East,Office Supplies,14.62,6.8714
5/17/2016,East,Furniture,173.24,17.324
6/29/2017,West,Office Supplies,895.92,302.373
6/29/2017,West,Office Supplies,130.71,39.213
6/29/2017,West,Office Supplies,11.68,3.0368
6/29/2017,West,Technology,62.31,22.4316
3/31/2014,East,Office Supplies,0.852,-0.5964
12/16/2014,Central,Office Supplies,36.288,12.7008
12/16/2014,Central,Furniture,56.568,-74.9526
5/18/2017,West,Technology,344.704,38.7792
05-12-2015,West,Technology,201.584,20.1584
12-03-2017,West,Furniture,521.96,88.7332
12-12-2015,East,Office Supplies,8.22,2.2194
10-10-2015,West,Office Supplies,45.36,21.7728
4/18/2015,West,Office Supplies,947.17,9.4717
4/18/2015,West,Office Supplies,61.96,27.882
06-07-2014,Central,Furniture,268.935,-209.7693
09-01-2017,West,Office Supplies,7.58,2.9562
5/22/2016,South,Office Supplies,14.73,7.2177
11-11-2016,South,Office Supplies,9.888,-6.9216
11-11-2016,South,Office Supplies,671.544,50.3658
11/25/2014,East,Office Supplies,1117.92,55.896
11/25/2014,East,Furniture,275.952,-37.9434
11-07-2014,West,Office Supplies,123.144,46.179
7/18/2016,Central,Technology,15.576,3.3099
3/29/2015,West,Office Supplies,212.64,99.9408
3/29/2015,West,Office Supplies,9.87,4.5402
3/29/2015,West,Technology,53.25,20.7675
3/29/2015,West,Furniture,19.92,9.5616
04-07-2016,East,Furniture,658.746,146.388
6/13/2015,East,Office Supplies,8.26,3.8822
6/13/2015,East,Office Supplies,29.84,13.428
6/13/2015,East,Technology,67.98,14.9556
2/18/2015,West,Office Supplies,61.06,28.0876
2/18/2015,West,Furniture,35.544,-0.8886
11-12-2017,West,Office Supplies,9.96,4.5816
11-12-2017,West,Office Supplies,9.21,2.3025
11-12-2017,West,Office Supplies,27.93,8.0997
03-05-2017,Central,Office Supplies,7.9,2.528
03-05-2017,Central,Office Supplies,221.16,57.5016
03-05-2017,Central,Office Supplies,127.96,62.7004
03-05-2017,Central,Office Supplies,18.69,9.1581
03-03-2016,West,Office Supplies,25.35,7.605
03-03-2016,West,Furniture,35.28,11.9952
12/24/2016,West,Office Supplies,33.4,16.032
10-07-2016,West,Technology,837.6,62.82
12-09-2016,South,Technology,40.68,-9.153
11/20/2017,South,Furniture,209.568,-23.5764
12-12-2015,Central,Technology,22.368,6.4308
02-03-2017,South,Office Supplies,3.882,-2.588
02-03-2017,South,Office Supplies,115.296,40.3536
9/21/2017,East,Office Supplies,1.908,-1.5264
4/30/2017,Central,Office Supplies,43.372,-69.3952
11-03-2014,East,Technology,783.96,219.5088
11-03-2014,East,Office Supplies,48.896,18.336
11-03-2014,East,Office Supplies,7.856,2.8478
12/30/2016,East,Office Supplies,5.904,1.9926
12/30/2016,East,Office Supplies,13.712,1.0284
9/17/2014,West,Office Supplies,182.94,85.9818
11/24/2017,West,Office Supplies,27.76,9.9936
4/24/2015,East,Office Supplies,25.99,7.5371
03-09-2015,Central,Technology,113.52,29.799
03-09-2015,Central,Technology,359.88,22.4925
06-02-2017,South,Office Supplies,25.344,9.1872
9/19/2016,West,Office Supplies,11.952,4.1832
9/19/2016,West,Office Supplies,6.24,1.872
10/31/2014,West,Technology,742.336,83.5128
